248.643855 100.000000 100.000000
240.991279 200.000000 100.000000
250.589425  25.000000 100.000000
233.468408 300.000000 100.000000
244.363601 100.000000  10.000000
237.618958 200.000000  10.000000
249.551787  25.000000  10.000000
199.745194 300.000000  10.000000
238.656595 100.000000   1.000000
153.181217 200.000000   1.000000
243.196259  25.000000   1.000000
  2.334684 300.000000   1.000000
242.158621 100.000000  15.000000
233.727818 200.000000  15.000000
246.827989  25.000000  15.000000
213.234480 300.000000  15.000000
245.660647 100.000000  20.000000
235.543683 200.000000  20.000000
239.434823  25.000000  20.000000
223.481149 300.000000  20.000000
249.032969 100.000000  25.000000
250.978539 200.000000  25.000000
255.907316  25.000000  25.000000
230.225791 300.000000  25.000000
252.924109 100.000000  50.000000
253.183518 200.000000  50.000000
253.313223  25.000000  50.000000
238.656595 300.000000  50.000000
250.719130 100.000000   5.000000
229.317859 200.000000   5.000000
249.551787  25.000000   5.000000
158.628813 300.000000   5.000000
253.832042 100.000000  75.000000
247.606217 200.000000  75.000000
252.534995  25.000000  75.000000
240.991279 300.000000  75.000000
